date,offense,offense_group,method,shift,district,ward,count
2023-04-08,THEFT F/AUTO,property,others,evening,6.0,7.0,1
2023-04-08,THEFT F/AUTO,property,others,midnight,1.0,8.0,1
2023-04-08,THEFT F/AUTO,property,others,midnight,2.0,3.0,1
2023-04-08,THEFT F/AUTO,property,others,midnight,3.0,1.0,2
2023-04-08,THEFT F/AUTO,property,others,midnight,5.0,5.0,1
2023-04-08,THEFT/OTHER,property,others,day,1.0,6.0,1
2023-04-08,THEFT/OTHER,property,others,day,1.0,8.0,1
2023-04-08,THEFT/OTHER,property,others,day,2.0,2.0,4
2023-04-08,THEFT/OTHER,property,others,day,2.0,3.0,3
2023-04-08,THEFT/OTHER,property,others,day,4.0,4.0,1
2023-04-08,THEFT/OTHER,property,others,day,4.0,5.0,1
2023-04-08,THEFT/OTHER,property,others,day,5.0,5.0,2
2023-04-08,THEFT/OTHER,property,others,day,5.0,6.0,1
2023-04-08,THEFT/OTHER,property,others,day,6.0,7.0,1
2023-04-08,THEFT/OTHER,property,others,evening,1.0,6.0,1
2023-04-08,THEFT/OTHER,property,others,evening,2.0,2.0,2
2023-04-08,THEFT/OTHER,property,others,evening,2.0,3.0,1
2023-04-08,THEFT/OTHER,property,others,evening,3.0,1.0,2
2023-04-08,THEFT/OTHER,property,others,evening,5.0,6.0,2
2023-04-08,THEFT/OTHER,property,others,evening,6.0,7.0,1
2023-04-08,THEFT/OTHER,property,others,evening,7.0,8.0,1
2023-04-08,THEFT/OTHER,property,others,midnight,1.0,6.0,3
2023-04-08,THEFT/OTHER,property,others,midnight,4.0,4.0,1
2023-04-08,THEFT/OTHER,property,others,midnight,4.0,5.0,1
2023-04-08,THEFT/OTHER,property,others,midnight,6.0,7.0,1
2023-04-08,THEFT/OTHER,property,others,midnight,7.0,8.0,1
2023-04-09,ARSON,property,others,day,7.0,8.0,1
2023-04-09,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,2.0,3.0,1
2023-04-09,ASSAULT W/DANGEROUS WEAPON,violent,knife,evening,7.0,8.0,1
2023-04-09,ASSAULT W/DANGEROUS WEAPON,violent,knife,midnight,6.0,7.0,1
2023-04-09,BURGLARY,property,others,day,5.0,6.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,day,3.0,2.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,day,4.0,4.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,day,4.0,5.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,day,5.0,5.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,day,6.0,7.0,3
2023-04-09,MOTOR VEHICLE THEFT,property,others,day,7.0,8.0,2
2023-04-09,MOTOR VEHICLE THEFT,property,others,evening,1.0,6.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,evening,1.0,8.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,evening,3.0,5.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,evening,4.0,4.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,evening,4.0,5.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,evening,5.0,5.0,2
2023-04-09,MOTOR VEHICLE THEFT,property,others,evening,6.0,7.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,evening,7.0,8.0,3
2023-04-09,MOTOR VEHICLE THEFT,property,others,midnight,1.0,6.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,midnight,3.0,1.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,midnight,5.0,5.0,1
2023-04-09,MOTOR VEHICLE THEFT,property,others,midnight,6.0,7.0,2
2023-04-09,MOTOR VEHICLE THEFT,property,others,midnight,7.0,8.0,2
2023-04-09,ROBBERY,violent,gun,evening,1.0,6.0,1
2023-04-09,ROBBERY,violent,gun,evening,3.0,1.0,1
2023-04-09,ROBBERY,violent,gun,midnight,1.0,6.0,1
2023-04-09,ROBBERY,violent,gun,midnight,3.0,1.0,1
2023-04-09,ROBBERY,violent,others,evening,3.0,1.0,1
2023-04-09,ROBBERY,violent,others,evening,7.0,8.0,1
2023-04-09,ROBBERY,violent,others,midnight,3.0,1.0,1
2023-04-09,THEFT F/AUTO,property,others,day,1.0,6.0,2
2023-04-09,THEFT F/AUTO,property,others,day,2.0,3.0,1
2023-04-09,THEFT F/AUTO,property,others,day,3.0,2.0,1
2023-04-09,THEFT F/AUTO,property,others,evening,1.0,2.0,2
2023-04-09,THEFT F/AUTO,property,others,evening,1.0,6.0,1
2023-04-09,THEFT F/AUTO,property,others,evening,1.0,8.0,3
2023-04-09,THEFT F/AUTO,property,others,evening,3.0,1.0,1
2023-04-09,THEFT F/AUTO,property,others,evening,4.0,4.0,1
2023-04-09,THEFT F/AUTO,property,others,evening,5.0,5.0,1
2023-04-09,THEFT F/AUTO,property,others,evening,6.0,7.0,1
2023-04-09,THEFT F/AUTO,property,others,midnight,3.0,1.0,1
2023-04-09,THEFT/OTHER,property,others,day,1.0,2.0,1
2023-04-09,THEFT/OTHER,property,others,day,1.0,6.0,2
2023-04-09,THEFT/OTHER,property,others,day,1.0,8.0,1
2023-04-09,THEFT/OTHER,property,others,day,2.0,3.0,1
2023-04-09,THEFT/OTHER,property,others,day,3.0,2.0,1
2023-04-09,THEFT/OTHER,property,others,day,6.0,7.0,2
2023-04-09,THEFT/OTHER,property,others,evening,1.0,2.0,1
2023-04-09,THEFT/OTHER,property,others,evening,1.0,6.0,1
2023-04-09,THEFT/OTHER,property,others,evening,1.0,7.0,1
2023-04-09,THEFT/OTHER,property,others,evening,4.0,1.0,1
2023-04-09,THEFT/OTHER,property,others,evening,4.0,4.0,1
2023-04-09,THEFT/OTHER,property,others,midnight,2.0,2.0,1
2023-04-09,THEFT/OTHER,property,others,midnight,3.0,1.0,1
2023-04-10,ASSAULT W/DANGEROUS WEAPON,violent,gun,day,7.0,8.0,1
2023-04-10,ASSAULT W/DANGEROUS WEAPON,violent,gun,evening,3.0,1.0,1
2023-04-10,ASSAULT W/DANGEROUS WEAPON,violent,gun,evening,5.0,5.0,1
2023-04-10,ASSAULT W/DANGEROUS WEAPON,violent,gun,evening,6.0,7.0,1
2023-04-10,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,7.0,8.0,1
2023-04-10,ASSAULT W/DANGEROUS WEAPON,violent,knife,evening,4.0,4.0,1
2023-04-10,BURGLARY,property,others,day,1.0,6.0,1
2023-04-10,BURGLARY,property,others,day,2.0,2.0,1
2023-04-10,BURGLARY,property,others,day,6.0,7.0,1
2023-04-10,BURGLARY,property,others,evening,2.0,2.0,1
2023-04-10,BURGLARY,property,others,midnight,6.0,7.0,1
2023-04-10,MOTOR VEHICLE THEFT,property,others,day,1.0,6.0,2
2023-04-10,MOTOR VEHICLE THEFT,property,others,day,3.0,2.0,1
2023-04-10,MOTOR VEHICLE THEFT,property,others,day,5.0,5.0,1
2023-04-10,MOTOR VEHICLE THEFT,property,others,day,6.0,7.0,1
2023-04-10,MOTOR VEHICLE THEFT,property,others,evening,1.0,6.0,1
2023-04-10,MOTOR VEHICLE THEFT,property,others,evening,2.0,2.0,1
2023-04-10,MOTOR VEHICLE THEFT,property,others,evening,3.0,1.0,1
2023-04-10,MOTOR VEHICLE THEFT,property,others,evening,3.0,5.0,1
2023-04-10,MOTOR VEHICLE THEFT,property,others,evening,5.0,5.0,3
2023-04-10,MOTOR VEHICLE THEFT,property,others,evening,6.0,7.0,1
2023-04-10,MOTOR VEHICLE THEFT,property,others,midnight,3.0,5.0,1
2023-04-10,MOTOR VEHICLE THEFT,property,others,midnight,4.0,4.0,1
2023-04-10,MOTOR VEHICLE THEFT,property,others,midnight,5.0,5.0,1
2023-04-10,MOTOR VEHICLE THEFT,property,others,midnight,6.0,7.0,1
2023-04-10,ROBBERY,violent,gun,day,3.0,1.0,1
2023-04-10,ROBBERY,violent,gun,day,4.0,1.0,1
2023-04-10,ROBBERY,violent,gun,evening,5.0,5.0,1
2023-04-10,ROBBERY,violent,gun,evening,5.0,6.0,1
2023-04-10,ROBBERY,violent,gun,midnight,6.0,7.0,1
2023-04-10,ROBBERY,violent,knife,day,5.0,5.0,1
2023-04-10,ROBBERY,violent,others,evening,3.0,1.0,1
2023-04-10,ROBBERY,violent,others,evening,6.0,7.0,1
2023-04-10,ROBBERY,violent,others,midnight,1.0,6.0,1
2023-04-10,THEFT F/AUTO,property,others,day,1.0,6.0,3
2023-04-10,THEFT F/AUTO,property,others,day,4.0,4.0,2
2023-04-10,THEFT F/AUTO,property,others,day,7.0,8.0,1
2023-04-10,THEFT F/AUTO,property,others,evening,1.0,6.0,1
2023-04-10,THEFT F/AUTO,property,others,evening,3.0,2.0,1
2023-04-10,THEFT F/AUTO,property,others,evening,4.0,4.0,1
2023-04-10,THEFT F/AUTO,property,others,midnight,1.0,6.0,1
2023-04-10,THEFT F/AUTO,property,others,midnight,2.0,2.0,1
2023-04-10,THEFT F/AUTO,property,others,midnight,2.0,3.0,1
2023-04-10,THEFT F/AUTO,property,others,midnight,7.0,8.0,1
2023-04-10,THEFT/OTHER,property,others,day,1.0,2.0,1
2023-04-10,THEFT/OTHER,property,others,day,1.0,6.0,1
2023-04-10,THEFT/OTHER,property,others,day,2.0,2.0,1
2023-04-10,THEFT/OTHER,property,others,day,3.0,1.0,1
2023-04-10,THEFT/OTHER,property,others,day,3.0,2.0,2
2023-04-10,THEFT/OTHER,property,others,day,4.0,1.0,2
2023-04-10,THEFT/OTHER,property,others,day,5.0,5.0,3
2023-04-10,THEFT/OTHER,property,others,day,6.0,7.0,3
2023-04-10,THEFT/OTHER,property,others,day,6.0,8.0,1
2023-04-10,THEFT/OTHER,property,others,day,7.0,8.0,1
2023-04-10,THEFT/OTHER,property,others,evening,1.0,6.0,3
2023-04-10,THEFT/OTHER,property,others,evening,2.0,2.0,2
2023-04-10,THEFT/OTHER,property,others,evening,2.0,3.0,1
2023-04-10,THEFT/OTHER,property,others,evening,3.0,1.0,2
2023-04-10,THEFT/OTHER,property,others,evening,4.0,4.0,1
2023-04-10,THEFT/OTHER,property,others,evening,4.0,5.0,1
2023-04-10,THEFT/OTHER,property,others,evening,5.0,5.0,3
2023-04-10,THEFT/OTHER,property,others,evening,5.0,6.0,2
2023-04-10,THEFT/OTHER,property,others,evening,7.0,8.0,1
2023-04-10,THEFT/OTHER,property,others,midnight,2.0,2.0,1
2023-04-10,THEFT/OTHER,property,others,midnight,2.0,3.0,1
2023-04-10,THEFT/OTHER,property,others,midnight,3.0,1.0,3
2023-04-10,THEFT/OTHER,property,others,midnight,5.0,5.0,1
2023-04-10,THEFT/OTHER,property,others,midnight,6.0,7.0,1
2023-04-11,ASSAULT W/DANGEROUS WEAPON,violent,gun,day,6.0,7.0,1
2023-04-11,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,5.0,5.0,1
2023-04-11,ASSAULT W/DANGEROUS WEAPON,violent,knife,day,7.0,8.0,1
2023-04-11,ASSAULT W/DANGEROUS WEAPON,violent,knife,evening,7.0,8.0,1
2023-04-11,ASSAULT W/DANGEROUS WEAPON,violent,others,evening,7.0,8.0,1
2023-04-11,BURGLARY,property,others,day,2.0,2.0,1
2023-04-11,BURGLARY,property,others,midnight,2.0,2.0,1
2023-04-11,HOMICIDE,violent,gun,midnight,6.0,7.0,1
2023-04-11,MOTOR VEHICLE THEFT,property,others,day,1.0,6.0,1
2023-04-11,MOTOR VEHICLE THEFT,property,others,day,4.0,5.0,2
2023-04-11,MOTOR VEHICLE THEFT,property,others,evening,5.0,5.0,1
2023-04-11,ROBBERY,violent,gun,midnight,6.0,7.0,1
2023-04-11,ROBBERY,violent,others,evening,4.0,1.0,1
2023-04-11,ROBBERY,violent,others,midnight,5.0,5.0,1
2023-04-11,THEFT F/AUTO,property,others,day,1.0,6.0,2
2023-04-11,THEFT F/AUTO,property,others,day,3.0,1.0,3
2023-04-11,THEFT F/AUTO,property,others,day,3.0,5.0,1
2023-04-11,THEFT F/AUTO,property,others,day,4.0,4.0,1
2023-04-11,THEFT F/AUTO,property,others,day,5.0,5.0,1
2023-04-11,THEFT F/AUTO,property,others,day,6.0,7.0,1
2023-04-11,THEFT F/AUTO,property,others,evening,2.0,2.0,1
2023-04-11,THEFT F/AUTO,property,others,evening,2.0,3.0,1
2023-04-11,THEFT F/AUTO,property,others,evening,3.0,1.0,3
2023-04-11,THEFT F/AUTO,property,others,evening,3.0,5.0,1
2023-04-11,THEFT F/AUTO,property,others,evening,4.0,4.0,1
2023-04-11,THEFT F/AUTO,property,others,evening,4.0,5.0,1
2023-04-11,THEFT F/AUTO,property,others,midnight,3.0,1.0,1
2023-04-11,THEFT F/AUTO,property,others,midnight,5.0,5.0,1
2023-04-11,THEFT F/AUTO,property,others,midnight,6.0,7.0,1
2023-04-11,THEFT/OTHER,property,others,day,1.0,2.0,1
2023-04-11,THEFT/OTHER,property,others,day,1.0,6.0,4
2023-04-11,THEFT/OTHER,property,others,day,2.0,2.0,3
2023-04-11,THEFT/OTHER,property,others,day,2.0,3.0,2
2023-04-11,THEFT/OTHER,property,others,day,3.0,1.0,2
2023-04-11,THEFT/OTHER,property,others,day,4.0,4.0,3
2023-04-11,THEFT/OTHER,property,others,day,4.0,5.0,1
2023-04-11,THEFT/OTHER,property,others,day,5.0,5.0,2
2023-04-11,THEFT/OTHER,property,others,day,5.0,6.0,2
2023-04-11,THEFT/OTHER,property,others,day,6.0,7.0,2
2023-04-11,THEFT/OTHER,property,others,day,7.0,8.0,1
2023-04-11,THEFT/OTHER,property,others,evening,1.0,6.0,2
2023-04-11,THEFT/OTHER,property,others,evening,3.0,1.0,2
2023-04-11,THEFT/OTHER,property,others,evening,4.0,1.0,1
2023-04-11,THEFT/OTHER,property,others,evening,4.0,4.0,1
2023-04-11,THEFT/OTHER,property,others,evening,4.0,5.0,1
2023-04-11,THEFT/OTHER,property,others,evening,5.0,5.0,2
2023-04-11,THEFT/OTHER,property,others,evening,5.0,7.0,1
2023-04-11,THEFT/OTHER,property,others,evening,6.0,7.0,2
2023-04-11,THEFT/OTHER,property,others,midnight,1.0,6.0,2
2023-04-11,THEFT/OTHER,property,others,midnight,3.0,1.0,1
2023-04-11,THEFT/OTHER,property,others,midnight,3.0,2.0,2
2023-04-11,THEFT/OTHER,property,others,midnight,5.0,5.0,1
2023-04-11,THEFT/OTHER,property,others,midnight,6.0,7.0,1
2023-04-11,THEFT/OTHER,property,others,midnight,7.0,8.0,1
2023-04-12,ASSAULT W/DANGEROUS WEAPON,violent,gun,day,6.0,7.0,1
2023-04-12,ASSAULT W/DANGEROUS WEAPON,violent,knife,day,2.0,3.0,1
2023-04-12,BURGLARY,property,others,day,5.0,5.0,1
2023-04-12,BURGLARY,property,others,evening,1.0,6.0,1
2023-04-12,BURGLARY,property,others,evening,1.0,8.0,1
2023-04-12,BURGLARY,property,others,evening,6.0,7.0,1
2023-04-12,BURGLARY,property,others,midnight,2.0,2.0,1
2023-04-12,MOTOR VEHICLE THEFT,property,gun,day,6.0,7.0,1
2023-04-12,MOTOR VEHICLE THEFT,property,others,day,1.0,7.0,1
2023-04-12,MOTOR VEHICLE THEFT,property,others,day,4.0,4.0,1
2023-04-12,MOTOR VEHICLE THEFT,property,others,day,5.0,5.0,1
2023-04-12,MOTOR VEHICLE THEFT,property,others,day,6.0,7.0,3
2023-04-12,MOTOR VEHICLE THEFT,property,others,day,7.0,8.0,1
2023-04-12,MOTOR VEHICLE THEFT,property,others,evening,1.0,7.0,1
2023-04-12,MOTOR VEHICLE THEFT,property,others,evening,4.0,4.0,1
2023-04-12,MOTOR VEHICLE THEFT,property,others,evening,5.0,5.0,3
2023-04-12,MOTOR VEHICLE THEFT,property,others,evening,6.0,7.0,1
2023-04-12,MOTOR VEHICLE THEFT,property,others,evening,6.0,8.0,2
2023-04-12,ROBBERY,violent,gun,day,1.0,6.0,1
2023-04-12,ROBBERY,violent,gun,day,3.0,2.0,1
2023-04-12,ROBBERY,violent,gun,evening,3.0,1.0,1
2023-04-12,ROBBERY,violent,gun,midnight,1.0,6.0,1
2023-04-12,THEFT F/AUTO,property,others,day,2.0,2.0,3
2023-04-12,THEFT F/AUTO,property,others,day,2.0,3.0,2
2023-04-12,THEFT F/AUTO,property,others,day,3.0,1.0,1
2023-04-12,THEFT F/AUTO,property,others,day,3.0,2.0,1
2023-04-12,THEFT F/AUTO,property,others,day,4.0,5.0,1
2023-04-12,THEFT F/AUTO,property,others,day,6.0,7.0,1
2023-04-12,THEFT F/AUTO,property,others,day,7.0,8.0,3
2023-04-12,THEFT F/AUTO,property,others,evening,1.0,6.0,2
2023-04-12,THEFT F/AUTO,property,others,evening,2.0,2.0,1
2023-04-12,THEFT F/AUTO,property,others,evening,3.0,1.0,1
2023-04-12,THEFT F/AUTO,property,others,evening,4.0,1.0,1
2023-04-12,THEFT F/AUTO,property,others,evening,5.0,5.0,1
2023-04-12,THEFT F/AUTO,property,others,evening,6.0,7.0,1
2023-04-12,THEFT F/AUTO,property,others,evening,7.0,8.0,2
2023-04-12,THEFT F/AUTO,property,others,midnight,3.0,1.0,1
2023-04-12,THEFT F/AUTO,property,others,midnight,4.0,4.0,1
2023-04-12,THEFT/OTHER,property,others,day,1.0,6.0,3
2023-04-12,THEFT/OTHER,property,others,day,1.0,8.0,1
2023-04-12,THEFT/OTHER,property,others,day,2.0,2.0,3
2023-04-12,THEFT/OTHER,property,others,day,2.0,3.0,2
2023-04-12,THEFT/OTHER,property,others,day,3.0,1.0,3
2023-04-12,THEFT/OTHER,property,others,day,3.0,2.0,1
2023-04-12,THEFT/OTHER,property,others,day,3.0,5.0,2
2023-04-12,THEFT/OTHER,property,others,day,5.0,5.0,4
2023-04-12,THEFT/OTHER,property,others,day,7.0,8.0,2
2023-04-12,THEFT/OTHER,property,others,evening,1.0,6.0,2
2023-04-12,THEFT/OTHER,property,others,evening,2.0,2.0,1
2023-04-12,THEFT/OTHER,property,others,evening,2.0,3.0,1
2023-04-12,THEFT/OTHER,property,others,evening,3.0,1.0,1
2023-04-12,THEFT/OTHER,property,others,evening,3.0,2.0,2
2023-04-12,THEFT/OTHER,property,others,evening,4.0,4.0,2
2023-04-12,THEFT/OTHER,property,others,evening,5.0,5.0,1
2023-04-12,THEFT/OTHER,property,others,evening,6.0,7.0,1
2023-04-12,THEFT/OTHER,property,others,evening,6.0,8.0,1
2023-04-12,THEFT/OTHER,property,others,evening,7.0,8.0,1
2023-04-12,THEFT/OTHER,property,others,midnight,1.0,6.0,2
2023-04-12,THEFT/OTHER,property,others,midnight,2.0,3.0,1
2023-04-12,THEFT/OTHER,property,others,midnight,3.0,1.0,2
2023-04-12,THEFT/OTHER,property,others,midnight,6.0,7.0,3
2023-04-13,ASSAULT W/DANGEROUS WEAPON,violent,gun,evening,1.0,2.0,1
2023-04-13,ASSAULT W/DANGEROUS WEAPON,violent,gun,evening,1.0,6.0,1
2023-04-13,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,7.0,8.0,1
2023-04-13,ASSAULT W/DANGEROUS WEAPON,violent,knife,midnight,3.0,2.0,1
2023-04-13,ASSAULT W/DANGEROUS WEAPON,violent,others,evening,5.0,5.0,1
2023-04-13,ASSAULT W/DANGEROUS WEAPON,violent,others,evening,7.0,8.0,1
2023-04-13,BURGLARY,property,others,day,1.0,2.0,1
2023-04-13,BURGLARY,property,others,midnight,6.0,7.0,1
2023-04-13,MOTOR VEHICLE THEFT,property,others,day,4.0,4.0,1
2023-04-13,MOTOR VEHICLE THEFT,property,others,day,4.0,5.0,1
2023-04-13,MOTOR VEHICLE THEFT,property,others,day,5.0,5.0,1
2023-04-13,MOTOR VEHICLE THEFT,property,others,day,6.0,7.0,1
2023-04-13,MOTOR VEHICLE THEFT,property,others,evening,1.0,6.0,3
2023-04-13,MOTOR VEHICLE THEFT,property,others,evening,3.0,1.0,1
2023-04-13,MOTOR VEHICLE THEFT,property,others,evening,5.0,5.0,2
2023-04-13,MOTOR VEHICLE THEFT,property,others,evening,7.0,8.0,2
2023-04-13,MOTOR VEHICLE THEFT,property,others,midnight,1.0,6.0,1
2023-04-13,MOTOR VEHICLE THEFT,property,others,midnight,3.0,1.0,3
2023-04-13,MOTOR VEHICLE THEFT,property,others,midnight,4.0,1.0,1
2023-04-13,MOTOR VEHICLE THEFT,property,others,midnight,6.0,7.0,1
2023-04-13,MOTOR VEHICLE THEFT,property,others,midnight,7.0,8.0,1
2023-04-13,ROBBERY,violent,gun,day,3.0,1.0,1
2023-04-13,ROBBERY,violent,gun,evening,3.0,2.0,1
2023-04-13,ROBBERY,violent,gun,midnight,6.0,8.0,1
2023-04-13,ROBBERY,violent,others,day,6.0,7.0,1
2023-04-13,ROBBERY,violent,others,day,7.0,8.0,1
2023-04-13,ROBBERY,violent,others,evening,3.0,1.0,1
2023-04-13,THEFT F/AUTO,property,others,day,1.0,2.0,1
2023-04-13,THEFT F/AUTO,property,others,day,3.0,1.0,1
2023-04-13,THEFT F/AUTO,property,others,day,5.0,5.0,1
2023-04-13,THEFT F/AUTO,property,others,day,6.0,7.0,1
2023-04-13,THEFT F/AUTO,property,others,evening,3.0,2.0,1
2023-04-13,THEFT F/AUTO,property,others,evening,6.0,7.0,1
2023-04-13,THEFT F/AUTO,property,others,evening,7.0,8.0,1
2023-04-13,THEFT F/AUTO,property,others,midnight,5.0,7.0,1
2023-04-13,THEFT/OTHER,property,others,day,1.0,6.0,2
2023-04-13,THEFT/OTHER,property,others,day,2.0,2.0,2
2023-04-13,THEFT/OTHER,property,others,day,2.0,3.0,2
2023-04-13,THEFT/OTHER,property,others,day,3.0,1.0,5
2023-04-13,THEFT/OTHER,property,others,day,3.0,2.0,2
2023-04-13,THEFT/OTHER,property,others,day,4.0,1.0,1
2023-04-13,THEFT/OTHER,property,others,day,5.0,5.0,2
2023-04-13,THEFT/OTHER,property,others,day,5.0,7.0,1
2023-04-13,THEFT/OTHER,property,others,evening,1.0,6.0,1
2023-04-13,THEFT/OTHER,property,others,evening,2.0,2.0,3
2023-04-13,THEFT/OTHER,property,others,evening,2.0,3.0,1
2023-04-13,THEFT/OTHER,property,others,evening,3.0,1.0,3
2023-04-13,THEFT/OTHER,property,others,evening,3.0,2.0,1
2023-04-13,THEFT/OTHER,property,others,evening,3.0,5.0,1
2023-04-13,THEFT/OTHER,property,others,evening,5.0,5.0,3
2023-04-13,THEFT/OTHER,property,others,evening,6.0,7.0,1
2023-04-13,THEFT/OTHER,property,others,midnight,3.0,1.0,3
2023-04-13,THEFT/OTHER,property,others,midnight,3.0,2.0,1
2023-04-13,THEFT/OTHER,property,others,midnight,5.0,5.0,1
2023-04-13,THEFT/OTHER,property,others,midnight,5.0,6.0,1
2023-04-14,ASSAULT W/DANGEROUS WEAPON,violent,gun,evening,7.0,8.0,1
2023-04-14,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,1.0,8.0,1
2023-04-14,ASSAULT W/DANGEROUS WEAPON,violent,others,midnight,7.0,8.0,1
2023-04-14,BURGLARY,property,others,day,5.0,5.0,1
2023-04-14,BURGLARY,property,others,day,5.0,6.0,1
2023-04-14,BURGLARY,property,others,evening,2.0,2.0,1
2023-04-14,HOMICIDE,violent,gun,midnight,3.0,1.0,1
2023-04-14,MOTOR VEHICLE THEFT,property,others,day,4.0,4.0,2
2023-04-14,MOTOR VEHICLE THEFT,property,others,day,5.0,5.0,1
2023-04-14,MOTOR VEHICLE THEFT,property,others,day,5.0,7.0,1
2023-04-14,MOTOR VEHICLE THEFT,property,others,day,6.0,7.0,3
2023-04-14,MOTOR VEHICLE THEFT,property,others,evening,1.0,6.0,3
2023-04-14,MOTOR VEHICLE THEFT,property,others,evening,5.0,5.0,2
2023-04-14,MOTOR VEHICLE THEFT,property,others,evening,6.0,7.0,1
2023-04-14,MOTOR VEHICLE THEFT,property,others,evening,7.0,8.0,2
2023-04-14,MOTOR VEHICLE THEFT,property,others,midnight,1.0,6.0,2
2023-04-14,MOTOR VEHICLE THEFT,property,others,midnight,4.0,4.0,1
2023-04-14,MOTOR VEHICLE THEFT,property,others,midnight,5.0,5.0,1
2023-04-14,MOTOR VEHICLE THEFT,property,others,midnight,6.0,7.0,1
2023-04-14,MOTOR VEHICLE THEFT,property,others,midnight,7.0,8.0,1
2023-04-14,ROBBERY,violent,gun,day,1.0,8.0,1
2023-04-14,ROBBERY,violent,gun,day,2.0,2.0,1
2023-04-14,ROBBERY,violent,gun,day,3.0,1.0,2
2023-04-14,ROBBERY,violent,gun,day,5.0,5.0,1
2023-04-14,ROBBERY,violent,gun,day,7.0,8.0,1
2023-04-14,ROBBERY,violent,gun,evening,3.0,2.0,2
2023-04-14,ROBBERY,violent,gun,midnight,1.0,8.0,1
2023-04-14,ROBBERY,violent,gun,midnight,2.0,3.0,1
2023-04-14,ROBBERY,violent,gun,midnight,3.0,1.0,1
2023-04-14,ROBBERY,violent,gun,midnight,4.0,1.0,1
2023-04-14,ROBBERY,violent,gun,midnight,4.0,5.0,1
2023-04-14,ROBBERY,violent,gun,midnight,6.0,7.0,1
2023-04-14,ROBBERY,violent,others,day,6.0,7.0,1
2023-04-14,THEFT F/AUTO,property,others,day,1.0,6.0,2
2023-04-14,THEFT F/AUTO,property,others,day,1.0,8.0,1
2023-04-14,THEFT F/AUTO,property,others,day,2.0,2.0,1
2023-04-14,THEFT F/AUTO,property,others,day,2.0,3.0,1
2023-04-14,THEFT F/AUTO,property,others,day,2.0,4.0,1
2023-04-14,THEFT F/AUTO,property,others,day,3.0,1.0,1
2023-04-14,THEFT F/AUTO,property,others,day,4.0,4.0,1
2023-04-14,THEFT F/AUTO,property,others,day,6.0,7.0,1
2023-04-14,THEFT F/AUTO,property,others,day,7.0,8.0,2
2023-04-14,THEFT F/AUTO,property,others,evening,1.0,6.0,1
2023-04-14,THEFT F/AUTO,property,others,evening,2.0,3.0,1
2023-04-14,THEFT F/AUTO,property,others,evening,3.0,2.0,2
2023-04-14,THEFT F/AUTO,property,others,evening,3.0,5.0,1
2023-04-14,THEFT F/AUTO,property,others,evening,4.0,4.0,2
2023-04-14,THEFT F/AUTO,property,others,evening,4.0,5.0,1
2023-04-14,THEFT F/AUTO,property,others,evening,5.0,5.0,1
2023-04-14,THEFT F/AUTO,property,others,evening,6.0,7.0,1
2023-04-14,THEFT F/AUTO,property,others,midnight,2.0,2.0,1
2023-04-14,THEFT F/AUTO,property,others,midnight,2.0,3.0,1
2023-04-14,THEFT F/AUTO,property,others,midnight,5.0,5.0,1
2023-04-14,THEFT/OTHER,property,gun,midnight,1.0,6.0,1
2023-04-14,THEFT/OTHER,property,knife,evening,1.0,8.0,1
2023-04-14,THEFT/OTHER,property,others,day,1.0,6.0,2
2023-04-14,THEFT/OTHER,property,others,day,2.0,2.0,2
2023-04-14,THEFT/OTHER,property,others,day,3.0,1.0,3
2023-04-14,THEFT/OTHER,property,others,day,6.0,8.0,1
2023-04-14,THEFT/OTHER,property,others,evening,1.0,6.0,3
2023-04-14,THEFT/OTHER,property,others,evening,2.0,2.0,3
2023-04-14,THEFT/OTHER,property,others,evening,2.0,3.0,1
2023-04-14,THEFT/OTHER,property,others,evening,3.0,1.0,1
2023-04-14,THEFT/OTHER,property,others,evening,3.0,2.0,1
2023-04-14,THEFT/OTHER,property,others,evening,4.0,4.0,1
2023-04-14,THEFT/OTHER,property,others,evening,4.0,5.0,1
2023-04-14,THEFT/OTHER,property,others,evening,5.0,6.0,1
2023-04-14,THEFT/OTHER,property,others,evening,6.0,7.0,1
2023-04-14,THEFT/OTHER,property,others,evening,6.0,8.0,1
2023-04-14,THEFT/OTHER,property,others,evening,7.0,8.0,1
2023-04-14,THEFT/OTHER,property,others,midnight,1.0,6.0,3
